term	first_stage	exact_hit	lower_hit	is_illegible	dict_candidates	matcher_candidates	uuid_overlap	max_frequency
Carabellota	unmatched	False	False	False	0	0	0	0
Caracay Lake	unmatched	False	False	False	0	0	0	0
Carbon Hill	mnt	True	True	False	4	5	4	12
Carbondale	mnt	True	True	False	16	18	16	43
Cargill	mnt	True	True	False	1	5	1	3
Carle Nursing Home	unmatched	False	False	False	0	0	0	0
Carling Hall	unmatched	False	False	False	0	0	0	0
Carlisle	mnt	True	True	False	32	32	29	150
Carloe	spelling	False	False	False	0	13	0	0
Carlyle	mnt	True	True	False	8	8	6	22
Carmona Prison	unmatched	False	False	False	0	0	0	0
Carolina	mnt	True	True	False	37	24	14	63
Carondelet	mnt	True	True	False	2	2	2	11
Carpenter	mnt	True	True	False	22	22	22	5
Carril County General Hospital	unmatched	False	False	False	0	0	0	0
Carroll County	transform	True	True	False	1	16	0	1
Carroll county	transform	False	True	False	1	16	0	1
Carrollton	mnt	True	True	False	23	26	22	29
Carrothen	unmatched	False	False	False	0	0	0	0
Carson City	mnt	True	True	False	3	4	3	25
Carteret	mnt	True	True	False	2	2	2	172
Carthage	mnt	True	True	False	19	20	19	41
Carys Hill station	unmatched	False	False	False	0	0	0	0
Cass County	transform	False	False	False	0	9	0	0
Cass county	transform	False	False	False	0	9	0	0
Cassell homestead on South Mauvaisterre street	unmatched	False	False	False	0	0	0	0
Castalia	mnt	True	True	False	5	6	5	9
Casteln Palace	unmatched	False	False	False	0	0	0	0
Castle Air Force Base	mnt	False	False	False	0	1	0	0
Castle of Heiligenberg	unmatched	False	False	False	0	0	0	0
Cataraqui Cemetery	pa_name	False	False	False	0	1	0	0
Caterstreet	unmatched	False	False	False	0	0	0	0
Catham	spelling	True	True	False	1	45	1	1
Catholic Chapel at the Chitose Air Force Base	unmatched	False	False	False	0	0	0	0
Catholic Church of the Gesus University Heights	unmatched	False	False	False	0	0	0	0
Catholic cemetery at Prairie du Chien	unmatched	False	False	False	0	0	0	0
Catholic chapel	unmatched	False	False	False	0	0	0	0
Catholic church	unmatched	False	False	False	0	0	0	0
Catholic church in Bradford	unmatched	False	False	False	0	0	0	0
Catholic church in Velou ceau	unmatched	False	False	False	0	0	0	0
Catskill Mountains	mnt	False	True	False	1	1	1	1
Cayopy	unmatched	False	False	False	0	0	0	0
Cecil county	mnt	False	False	False	0	3	0	0
Cecil vicinity	transform	False	False	False	0	19	0	0
Cedar Falls	mnt	True	True	False	5	6	5	29
Cedar Rapids	mnt	True	True	False	3	3	3	84
Cedar Rapids mobile home	unmatched	False	False	False	0	0	0	0
Cedar River	mnt	True	True	False	1	1	1	7
Cedar river north of Charles City	unmatched	False	False	False	0	0	0	0
Cedarville	mnt	True	True	False	21	20	19	13
Celina	mnt	True	True	False	6	18	6	18
Cementerio del Calabozo	unmatched	False	False	False	0	0	0	0
Center St. Ext.	unmatched	False	False	False	0	0	0	0
Centerville	mnt	True	True	False	78	79	70	22
Centerville route 3	transform	False	False	False	0	79	0	0
Central Alliance Church	unmatched	False	False	False	0	0	0	0
Central Highlands	mnt	True	True	False	2	2	2	1
Central Vermont road	unmatched	False	False	False	0	0	0	0
Central and St. Louis avenue	unmatched	False	False	False	0	0	0	0
Centre County	mnt	False	False	False	0	149	0	0
Centre Line	spelling	False	False	False	0	2	0	0
Centreville	mnt	True	True	False	23	76	20	14
Cesfordi	unmatched	False	False	False	0	0	0	0
Ceylon	mnt	True	True	False	7	8	7	36
Chadwick	mnt	True	True	False	8	11	8	7
Chalk Farm district	transform	False	False	False	0	1	0	0
Chamois	mnt	True	True	False	1	2	1	11
Champaign	mnt	True	True	False	4	5	4	231
Champaign High School	unmatched	False	False	False	0	0	0	0
Champaigne county	spelling	False	False	False	0	7	0	0
Chapel of Chateauraux Air Force base	unmatched	False	False	False	0	0	0	0
Chapel of the Presbyterian Church in Bozeman	unmatched	False	False	False	0	0	0	0
Chapelton	mnt	True	True	False	1	7	1	1
Charente	mnt	True	True	False	1	2	1	19
Chariton	mnt	True	True	False	10	35	8	135
Charles Street	unmatched	False	False	False	0	0	0	0
Charles Town	mnt	True	True	False	3	21	3	17
Charleston	mnt	True	True	False	49	61	40	366
Charlestown	mnt	True	True	False	23	58	23	89
Charlevoix County	transform	False	False	False	0	1	0	0
Charlies saloon	unmatched	False	False	False	0	0	0	0
Charlotte	mnt	True	True	False	23	18	16	93
Charlton Memorial Hospital	unmatched	True	True	False	1	0	0	1
Chas. Parrish home	unmatched	False	False	False	0	0	0	0
Chase Center Logansport	unmatched	False	False	False	0	0	0	0
Chase Institution	unmatched	False	False	False	0	0	0	0
Chateau Cemetery	spelling	False	False	False	0	1	0	0
Chateauraux	unmatched	False	False	False	0	0	0	0
Chatham	mnt	True	True	False	27	28	23	194
Chaumont	mnt	True	True	False	3	3	3	9
Chea ter	unmatched	False	False	False	0	0	0	0
Chehanse	spelling	False	False	False	0	1	0	0
Chelmsford (his residence)	unmatched	False	False	False	0	0	0	0
Chelsea	mnt	True	True	False	24	26	24	265
Cherokee	mnt	True	True	False	36	31	30	214
Cherry Creek	mnt	True	True	False	12	11	11	8
Cherry Tree	mnt	True	True	False	4	5	4	9
Chesapeake Ohio canal at Point of Rocks	unmatched	False	False	False	0	0	0	0
Cheshire	mnt	True	True	False	13	9	9	1903
Chester	mnt	True	True	False	75	69	61	947
Chester Johnson	unmatched	False	False	False	0	0	0	0
Chester Township	transform	False	True	False	1	28	0	1
Chestertown	mnt	True	True	False	2	10	2	18
Chevy Chase Kingston 19	unmatched	False	False	False	0	0	0	0
Cheyenne reservation	unmatched	False	False	False	0	0	0	0
Chica	mnt	False	True	False	1	34	1	1
Chicago	mnt	True	True	False	11	4	2	1074
Chicago Heights	mnt	True	True	False	1	1	1	32
Chicago River near State Street Bridge	unmatched	False	False	False	0	0	0	0
Chickas nate	unmatched	False	False	False	0	0	0	0
Chico	mnt	True	True	False	8	25	7	24
Chihuahua	mnt	True	True	False	4	4	4	79
Chile	mnt	True	True	False	2	17	2	31
Chilton County	transform	False	False	False	0	42	0	0
Chino	mnt	True	True	False	1	27	1	14
Chippewa	mnt	True	True	False	14	13	12	133
Chippewa County	transform	False	False	False	0	4	0	0
Chippewa Falls	mnt	True	True	False	2	2	2	37
ChippewaFalls	spelling	False	False	False	0	2	0	0
Chiracahua Mountains	unmatched	False	False	False	0	0	0	0
Chirbury	mnt	True	True	False	1	1	1	44
Chivagar	unmatched	False	False	False	0	0	0	0
Chive	spelling	False	False	False	0	9	0	0
Chk ianhar	unmatched	False	False	False	0	0	0	0
Chooola	unmatched	False	False	False	0	0	0	0
Christ Hospital in Oakland	unmatched	False	False	False	0	0	0	0
Christchurch	mnt	True	True	False	12	22	7	70
Christensen farm	unmatched	False	False	False	0	0	0	0
Christian Church	unmatched	False	False	False	0	0	0	0
Christian County	transform	False	False	False	0	16	0	0
Christian Hollow	mnt	True	True	False	1	1	1	1
Christian and Missionary Alliance Church of Morgantown	unmatched	False	False	False	0	0	0	0
Christian church	unmatched	False	False	False	0	0	0	0
Christian church in New Cumberland	unmatched	False	False	False	0	0	0	0
Church Neck	unmatched	False	False	False	0	0	0	0
Church and Adams Sts.	unmatched	False	False	False	0	0	0	0
Church and King streets	unmatched	False	False	False	0	0	0	0
Church of All Saintest Kensington	unmatched	False	False	False	0	0	0	0
Church of God in Martinsburg	unmatched	False	False	False	0	0	0	0
Church of Tulsa?	unmatched	False	False	False	0	0	0	0
Church of the Guardian Angel	unmatched	False	False	False	0	0	0	0
Church of the Nazarine at York	unmatched	False	False	False	0	0	0	0
Cimnbury Stree Hospital	unmatched	False	False	False	0	0	0	0
Cincinnati	mnt	True	True	False	9	9	9	293
Ciracombe	unmatched	False	False	False	0	0	0	0
Circuit Court	unmatched	True	True	False	9	0	0	1
Circuit Court for the County of Scott	unmatched	False	False	False	0	0	0	0
Circuit Court of Jasper County	unmatched	False	False	False	0	0	0	0
Cisco	mnt	True	True	False	9	36	9	14
Citadel Road	unmatched	False	False	False	0	0	0	0
City	mnt	True	True	False	8	1	1	46
City Hall	unmatched	False	False	False	0	0	0	0
City Has Hill Cemetery	unmatched	False	False	False	0	0	0	0
City Hospital	unmatched	True	True	False	2	0	0	1
City Lake County	unmatched	False	False	False	0	0	0	0
City Market	unmatched	False	False	False	0	0	0	0
City of Alexandria	transform	False	False	False	0	14	0	0
City of Detroit	transform	False	False	False	0	7	0	0
City of Fulton	transform	False	False	False	0	35	0	0
City of Grangeville	transform	False	False	False	0	21	0	0
City of Marion	pa_name	False	False	False	0	26	0	0
City of Victoria	transform	False	False	False	0	25	0	0
City-County Building	unmatched	False	False	False	0	0	0	0
CityCounty Building	unmatched	False	False	False	0	0	0	0
Clairsville	spelling	True	True	False	2	6	0	2
Clallam County	transform	False	False	False	0	1	0	0
Claquato area	transform	False	False	False	0	1	0	0
Claranville	spelling	False	False	False	0	3	0	0
Claremont	mnt	True	True	False	20	23	19	22
Clarence House	unmatched	True	True	False	1	0	0	2
Clarence's farm	unmatched	False	False	False	0	0	0	0
Clarendon	mnt	True	True	False	14	19	13	173
Clark County	transform	False	False	False	0	61	0	0
Clark County Hospital	unmatched	False	False	False	0	0	0	0
Clark ty.	unmatched	False	False	False	0	0	0	0
Clarke County	transform	True	True	False	3	91	3	2
Clarkeville	spelling	True	True	False	1	32	1	1
Clarksville	mnt	True	True	False	26	34	26	33
Clay City	mnt	True	True	False	6	6	6	14
Clay County	transform	False	False	False	0	18	0	0
Clay County farm house on state route M	unmatched	False	False	False	0	0	0	0
Clear Creek township	transform	False	False	False	0	23	0	0
Clear Lake	mnt	True	True	False	19	19	18	21
Clear Lake township (near Humboldt)	unmatched	False	False	False	0	0	0	0
Clearfield	mnt	True	True	False	15	14	14	484
Clearfield County	mnt	False	False	False	0	1	0	0
Clendenin	mnt	True	True	False	1	1	1	8
Clerks Office of the Corporation Court	unmatched	False	False	False	0	0	0	0
Clermont County	mnt	False	False	False	0	6	0	0
Cleveland	mnt	True	True	False	74	72	67	477
Cleveland County	transform	False	False	False	0	4	0	0
Clevenger Schoolhouse	unmatched	False	False	False	0	0	0	0
Cliff Side Mountain	unmatched	False	False	False	0	0	0	0
Clifftop Missionary Baptist Church	unmatched	False	False	False	0	0	0	0
Clifton	mnt	True	True	False	76	159	63	68
Clingerman Home	unmatched	False	False	False	0	0	0	0
Clinton	mnt	True	True	False	94	189	86	248
Clinton County	transform	True	True	False	1	110	0	1
Cluckpall	unmatched	False	False	False	0	0	0	0
Clyde	mnt	True	True	False	34	38	33	15
Co mal County	spelling	False	False	False	0	3	0	0
Cobenz	unmatched	False	False	False	0	0	0	0
Cobleskill Community Hospital	unmatched	False	False	False	0	0	0	0
Coco Solo	mnt	True	True	False	1	1	1	7
Cody	mnt	True	True	False	10	10	10	17
Coeur d'Alene lake	unmatched	False	False	False	0	0	0	0
Coffeyville	mnt	True	True	False	2	7	1	29
Coffins Grove township	transform	False	False	False	0	1	0	0
Cogar	mnt	True	True	False	1	8	1	4
Cohill house	unmatched	False	False	False	0	0	0	0
Cohoes	mnt	True	True	False	1	2	1	36
Coin	mnt	True	True	False	5	5	5	6
Colchester	mnt	True	True	False	11	11	10	244
Cold Springs	mnt	True	True	False	21	39	20	6
Coldburg	spelling	False	False	False	0	1	0	0
Coldsle Hospital	unmatched	False	False	False	0	0	0	0
Coleman	mnt	True	True	False	26	28	26	69
Coleman W. Pitts	unmatched	False	False	False	0	0	0	0
Coleview	unmatched	False	False	False	0	0	0	0
Colfax	mnt	True	True	False	42	43	42	114
College Apartment	unmatched	False	False	False	0	0	0	0
College Church	unmatched	False	False	False	0	0	0	0
College Hill	mnt	True	True	False	11	16	11	5
Collin County	mnt	False	False	False	0	45	0	0
Collingsworth County	transform	False	False	False	0	4	0	0
Collinwood	mnt	True	True	False	5	16	5	7
Colo.	mnt	True	True	False	1	18	1	265
Coloma road	unmatched	False	False	False	0	0	0	0
Colony of New South Wales	mnt	True	True	False	1	1	1	1
Colony of Western Australia	mnt	False	False	False	0	1	0	0
Colorado	mnt	True	True	False	12	9	7	9083
Colorado Ave	unmatched	False	False	False	0	0	0	0
Colorado City	mnt	True	True	False	4	3	3	14
Colorado Springs	mnt	True	True	False	1	1	1	57
Columbia	mnt	True	True	False	81	67	61	271
Columbia Heights Christian Church	unmatched	False	False	False	0	0	0	0
Columbia Station	mnt	True	True	False	1	1	1	7
Columbus	mnt	True	True	False	35	29	28	179
Columbus County	transform	False	True	False	1	1	0	1
Columbus County jail	unmatched	False	False	False	0	0	0	0
Columbus Grove	mnt	True	True	False	1	1	1	12
Columbus Junction	mnt	True	True	False	1	1	1	17
Columbus Methodist Church	unmatched	False	False	False	0	0	0	0
Colyer neighborhood	transform	False	False	False	0	7	0	0
Comenie Trail Park	unmatched	False	False	False	0	0	0	0
Commerationnal church	unmatched	False	False	False	0	0	0	0
Common Pleas Court	unmatched	True	True	False	8	0	0	1
Common Pleas Court of Guernsey County	unmatched	False	False	False	0	0	0	0
Commonwealth of Pennsylvania	unmatched	False	False	False	0	0	0	0
Commounity Ceneral Hospital	unmatched	False	False	False	0	0	0	0
Community Denpeel Hospital	unmatched	False	False	False	0	0	0	0
Community General Hospital	mnt	True	True	False	1	1	1	1
Community Hospital	unmatched	True	True	False	7	0	0	1
Community Memorial Hospital	mnt	False	True	False	1	1	1	1
Community hospital	unmatched	False	True	False	7	0	0	1
Compton	mnt	True	True	False	28	36	23	88
Compton Avenue	unmatched	False	False	False	0	0	0	0
Compton Rectory	unmatched	False	False	False	0	0	0	0
Conant Street	unmatched	False	False	False	0	0	0	0
Conc.	spelling	False	False	False	0	1	0	0
Concert street	unmatched	False	False	False	0	0	0	0
Concession 2	unmatched	False	False	False	0	0	0	0
Conconully	mnt	True	True	False	1	1	1	4
Concord	mnt	True	True	False	71	70	66	100
Condover Hall	unmatched	False	False	False	0	0	0	0
Conewago Twp.	transform	False	False	False	0	5	0	0
Congregational Church	unmatched	True	True	False	1	0	0	1
Congreves Saloon	unmatched	False	False	False	0	0	0	0
Conn	mnt	True	True	False	3	3	3	504
Conn.	mnt	True	True	False	1	3	1	344
Connecticut	mnt	True	True	False	4	1	1	7179
Connellsville	mnt	True	True	False	2	3	2	64
Connersville	mnt	True	True	False	5	13	5	27
Connie	spelling	False	False	False	0	8	0	0
Conowago Chapel	mnt	False	False	False	0	1	0	0
Constancerond Workhouse	unmatched	False	False	False	0	0	0	0
Continental at St. Josephs	unmatched	False	False	False	0	0	0	0
Contra Costa County	mnt	False	False	False	0	1	0	0
Conusa	spelling	False	False	False	0	4	0	0
Converse	mnt	True	True	False	9	9	9	47
Converse Christian church	unmatched	False	False	False	0	0	0	0
Conway	mnt	True	True	False	24	27	23	160
Cook County	mnt	True	True	False	1	1	0	1
Cookes Park	unmatched	False	False	False	0	0	0	0
Cookstown	mnt	True	True	False	3	13	3	6
Cooksville	mnt	True	True	False	9	15	9	5
Cooper home	unmatched	False	False	False	0	0	0	0
Copper creek	mnt	False	True	False	2	4	2	6
Cordiff	spelling	False	False	False	0	16	0	0
Cordova apartment	unmatched	False	False	False	0	0	0	0
Corinth	mnt	True	True	False	28	31	28	24
Cornelius Apts.	unmatched	False	False	False	0	0	0	0
Cornell	mnt	True	True	False	12	29	11	9
Cornells sand pit	unmatched	False	False	False	0	0	0	0
Cornwall	mnt	True	True	False	18	23	16	2399
Corona	mnt	True	True	False	11	24	10	24
Corry	mnt	True	True	False	3	30	3	34
Corsicana	mnt	True	True	False	2	2	2	36
Cortland	mnt	True	True	False	11	65	11	117
Cosden Lake	unmatched	False	False	False	0	0	0	0
Coshocton County	transform	False	False	False	0	2	0	0
Cosmopolitan hotel room	unmatched	False	False	False	0	0	0	0
Costa Mesa	mnt	True	True	False	1	1	1	12
Cottonwood Ranch	mnt	True	True	False	1	1	1	1
Coun ty Huntington	unmatched	False	False	False	0	0	0	0
County Building	unmatched	False	False	False	0	0	0	0
County Clare	mnt	True	True	False	1	1	1	12
County Clerk's Office	unmatched	False	False	False	0	0	0	0
County Court of Co mal County	unmatched	False	False	False	0	0	0	0
County Ferma	unmatched	False	False	False	0	0	0	0
County Limerick	mnt	True	True	False	1	1	1	13
County Rd. 410	spelling	False	False	False	0	5	0	0
County Rd. 46 outside Rogersville	unmatched	False	False	False	0	0	0	0
County Tyrone	mnt	True	True	False	1	1	1	6
County of Ayr	unmatched	False	False	False	0	0	0	0
County of Benewah	transform	False	False	False	0	1	0	0
County of Fryntesec	unmatched	False	False	False	0	0	0	0
County of Schoharie	transform	False	False	False	0	1	0	0
County of St. Marys	unmatched	False	False	False	0	0	0	0
County of Trego	transform	False	False	False	0	4	0	0
County of Wayne	transform	False	False	False	0	49	0	0
Court House	mnt	True	True	False	9	6	5	5
Court House in Princeton	unmatched	False	False	False	0	0	0	0
Court House in the City of Princeton	unmatched	False	False	False	0	0	0	0
Court Room of Department No. 2	unmatched	False	False	False	0	0	0	0
Court of Common Pleas	unmatched	True	True	False	10	0	0	3
Court of Common Pleas Court	unmatched	False	False	False	0	0	0	0
Courthouse in Winnemuces	unmatched	False	False	False	0	0	0	0
Courtland	mnt	True	True	False	17	22	15	13
Cove Station	spelling	False	False	False	0	1	0	0
Covington	mnt	True	True	False	25	38	23	127
Crab Run Church of the Brethren in Bergton	unmatched	False	False	False	0	0	0	0
Cracow	mnt	True	True	False	2	3	1	4
Cragmont	mnt	True	True	False	1	3	1	1
CrainNorris Funeral Home	unmatched	False	False	False	0	0	0	0
Crane ford County	unmatched	False	False	False	0	0	0	0
Craven County	mnt	False	False	False	0	13	0	0
Craw River	spelling	False	False	False	0	2	0	0
Crawford County	transform	True	True	False	2	20	0	1
Crawford county	transform	False	True	False	2	20	0	1
Crawfordsville	mnt	True	True	False	5	7	5	27
Cremation and private family burial	unmatched	False	False	False	0	0	0	0
Crenshaw Boulevard south of Rolling Hills Road	unmatched	False	False	False	0	0	0	0
Cresco	mnt	True	True	False	5	11	4	14
Cresde Rirect Methodist Church	unmatched	False	False	False	0	0	0	0
Creston	mnt	True	True	False	20	94	20	30
Crete	mnt	True	True	False	8	14	8	21
CriLicoTruk	unmatched	False	False	False	0	0	0	0
Cristonia	unmatched	False	False	False	0	0	0	0
Crocker	mnt	True	True	False	7	12	7	7
Crocker Baptist Church (funeral)	unmatched	False	False	False	0	0	0	0
Cronstedt	unmatched	False	False	False	0	0	0	0
Crown Hill Mennonite Home near Warren	unmatched	False	False	False	0	0	0	0
Croydon	mnt	True	True	False	6	20	6	293
Crump gold mine	unmatched	False	False	False	0	0	0	0
Crystal Lake	mnt	True	True	False	15	18	13	23
Crystle Manor Nursing Home	unmatched	False	False	False	0	0	0	0
Cucerne	spelling	False	False	False	0	11	0	0
Cumberland	mnt	True	True	False	46	38	34	1196
Cumberland View	mnt	True	True	False	1	1	1	1
Cumberland county	transform	True	True	False	2	10	0	1
Cumberland's Memorial Hospital	unmatched	False	False	False	0	0	0	0
Curry County	transform	False	False	False	0	23	0	0
Curtisfield	unmatched	False	False	False	0	0	0	0
Cuyahoga county	mnt	False	False	False	0	1	0	0
Cuyahogaco	unmatched	False	False	False	0	0	0	0
Cyrus H. McCormick Elementary School	unmatched	False	False	False	0	0	0	0
D.	unmatched	False	False	True	0	0	0	0
